Statement,Label,,,
Wife.how she knew the time of murder exactly,TRUE,,,
"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info",FALSE,,,
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,FALSE,,,
"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?",TRUE,,,
No plm i will come da. On the way.,TRUE,,,
Guess he wants alone time. We could just show up and watch when they do..,TRUE,,,
Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-),TRUE,,,
Yup �_ not comin :-(,TRUE,,,
"Yes, princess. Toledo.",TRUE,,,
"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me",TRUE,,,
Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.,TRUE,,,
Good. No swimsuit allowed :),TRUE,,,
Am okay. Will soon be over. All the best,TRUE,,,
A cute thought for friendship: \Its not necessary to share every secret with ur close Frnd,TRUE,,,
Ok i've sent u da latest version of da project.,TRUE,,,
Good Morning my Dear........... Have a great &amp; successful day.,TRUE,,,
Pls accept me for one day. Or am begging you change the number.,TRUE,,,
Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:,TRUE,,,
"Its ok, if anybody asks abt me, u tel them..:-P",TRUE,,,
"Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens",TRUE,,,
* You gonna ring this weekend or wot?,TRUE,,,
Also track down any lighters you can find,TRUE,,,
"Sorry, I can't help you on this.",TRUE,,,
"Babe, I need your advice",TRUE,,,
"I���ll leave around four, ok?",TRUE,,,
Come to medical college at 7pm ......forward it da,TRUE,,,
K:)k..its good:)when are you going?,TRUE,,,
I can make lasagna for you... vodka...,TRUE,,,
HI ITS KATE CAN U GIVE ME A RING ASAP XXX,TRUE,,,
Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar,TRUE,,,
"No, but you told me you were going, before you got drunk!",TRUE,,,
He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him,TRUE,,,
"Congratulations! Thanks to a good friend U have WON the �2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate",FALSE,,,
I'm always looking for an excuse to be in the city.,TRUE,,,
Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...,TRUE,,,
O shore are you takin the bus,TRUE,,,
So u gonna get deus ex?,TRUE,,,
I will send them to your email. Do you mind  &lt;#&gt;  times per night?,TRUE,,,
"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.",FALSE,,,
tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?,TRUE,,,
Ok then i come n pick u at engin?,TRUE,,,
Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.,TRUE,,,
Raviyog Peripherals bhayandar east,TRUE,,,
K actually can you guys meet me at the sunoco on howard? It should be right on the way,TRUE,,,
You have 1 new voicemail. Please call 08719181513.,FALSE,,,
"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night",TRUE,,,
Just finished eating. Got u a plate. NOT leftovers this time.,TRUE,,,
Thanx a lot...,TRUE,,,
Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.,TRUE,,,
Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(,TRUE,,,
Its a great day. Do have yourself a beautiful one.,TRUE,,,
What happened in interview?,TRUE,,,
"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",TRUE,,,
Badrith is only for chennai:)i will surely pick for us:)no competition for him.,TRUE,,,
I tot it's my group mate... Lucky i havent reply... Wat time do �_ need to leave... ,TRUE,,,
Hey you around? I've got enough for a half + the ten I owe you,TRUE,,,
Hey tmr maybe can meet you at yck,TRUE,,,
ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*,TRUE,,,
They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?,TRUE,,,
Not to worry. I'm sure you'll get it.,TRUE,,,
"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard",TRUE,,,
"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p ",FALSE,,,
Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days,FALSE,,,
My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?,TRUE,,,
"I'm not smoking while people use \wylie smokes too much\"" to justify ruining my shit""",TRUE,,,
Dear good morning how you feeling dear,TRUE,,,
A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die,TRUE,,,
"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)",TRUE,,,
Dunno lei �_ all decide lor. How abt leona? Oops i tot ben is going n i msg him.,TRUE,,,
Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.,TRUE,,,
Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app ,FALSE,,,
This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only,FALSE,,,
"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",TRUE,,,
Just do what ever is easier for you,TRUE,,,
RCT' THNQ Adrian for U text. Rgds Vatian,FALSE,,,
Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday,TRUE,,,
"It'll be tough, but I'll do what I have to",TRUE,,,
IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx,TRUE,,,
Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.,TRUE,,,
HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX,TRUE,,,
"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!",TRUE,,,
But i'm surprised she still can guess right lor...,TRUE,,,
Okie �_ wan meet at bishan? Cos me at bishan now. I'm not driving today.,TRUE,,,
Oh ho. Is this the first time u use these type of words,TRUE,,,
HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN,TRUE,,,
I know you are serving. I mean what are you doing now.,TRUE,,,
"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it...",TRUE,,,
Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out,TRUE,,,
"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",FALSE,,,
I know girls always safe and selfish know i got it pa. Thank you. good night.,TRUE,,,
"No worries, hope photo shoot went well. have a spiffing fun at workage. ",TRUE,,,
I'm freezing and craving ice. Fml,TRUE,,,
Kay... Since we are out already ,TRUE,,,
Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?,TRUE,,,
Yo im right by yo work,TRUE,,,
Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx,TRUE,,,
"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",TRUE,,,
I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.,TRUE,,,
Nope... Juz off from work...,TRUE,,,
Huh so fast... Dat means u havent finished painting?,TRUE,,,
 what number do u live at? Is it 11?,TRUE,,,
"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore",TRUE,,,
Sac will score big hundred.he is set batsman:-),TRUE,,,
Send me yetty's number pls.,TRUE,,,
How much it will cost approx . Per month.,TRUE,,,
Ok... The theory test? when are �_ going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free,TRUE,,,
"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P",FALSE,,,
"That's fine, have him give me a call if he knows what he wants or has any questions",TRUE,,,
"Sorry, got a late start, we're on the way",TRUE,,,
Then u go back urself lor...,TRUE,,,
I AM AT THE GAS STATION. GO THERE.,TRUE,,,
"K, if u bored up just come to my home..",TRUE,,,
Babe !!!! I LOVE YOU !!!! *covers your face in kisses*,TRUE,,,
"Like I made him throw up when we were smoking in our friend's car one time, it was awesome",TRUE,,,
Still i have not checked it da. . .,TRUE,,,
You will go to walmart. I.ll stay.,TRUE,,,
"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too",TRUE,,,
Oh great. I.ll disturb him more so that we can talk.,TRUE,,,
Reverse is cheating. That is not mathematics.,TRUE,,,
U're welcome... Caught u using broken english again...,TRUE,,,
No problem baby. Is this is a good time to talk? I called and left a message.,TRUE,,,
"Sorry, I'll call later",TRUE,,,
Oh is it! Which brand?,TRUE,,,
Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,TRUE,,,
At what time are you coming.,TRUE,,,
Call him and say you not coming today ok and tell them not to fool me like this ok,TRUE,,,
I emailed yifeng my part oredi.. Can �_ get it fr him..,TRUE,,,
R u sure they'll understand that! Wine * good idea just had a slurp!,TRUE,,,
Minimum walk is 3miles a day.,TRUE,,,
Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema. ,TRUE,,,
"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla..",TRUE,,,
I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,TRUE,,,
Sorry I missed your call let's talk when you have the time. I'm on 07090201529,FALSE,,,
Please attend the phone:),TRUE,,,
You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged,TRUE,,,
No messages on her phone. I'm holding it now,TRUE,,,
Can... I'm free...,TRUE,,,
"Yo my trip got postponed, you still stocked up?",TRUE,,,
"Sorry, I'll call later",TRUE,,,
I am waiting for your call sir.,TRUE,,,
Hey what are you doing. Y no reply pa..,TRUE,,,
"Hey elaine, is today's meeting still on?",TRUE,,,
Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.,TRUE,,,
Most of the tiime when i don't let you hug me it's so i don't break into tears.,TRUE,,,
Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,TRUE,,,
And now electricity just went out fml.,TRUE,,,
"Looks like you found something to do other than smoke, great job!",TRUE,,,
Also andros ice etc etc,TRUE,,,
:) ,TRUE,,,
"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea",TRUE,,,
Yup. Wun believe wat? U really neva c e msg i sent shuhui?,TRUE,,,
Hows that watch resizing,TRUE,,,
Dear umma she called me now :-),TRUE,,,
Just finished. Missing you plenty,TRUE,,,
"complimentary 4 STAR Ibiza Holiday or �10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+",FALSE,,,
"Well, I meant as opposed to my drunken night of before",TRUE,,,
K... Must book a not huh? so going for yoga basic on sunday?,TRUE,,,
FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline,FALSE,,,
Ok can...,TRUE,,,
"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x",TRUE,,,
So u workin overtime nigpun?,TRUE,,,
Same as kallis dismissial in 2nd test:-).,TRUE,,,
O. Guess they both got screwd,TRUE,,,
Please CALL 08712402972 immediately as there is an urgent message waiting for you,FALSE,,,
"I'm in a meeting, call me later at",TRUE,,,
What r u cooking me for dinner?,TRUE,,,
Ok thanx...,TRUE,,,
Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.,TRUE,,,
Then i buy.,TRUE,,,
URGENT! Your Mobile number has been awarded with a �2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only,FALSE,,,
Heehee that was so funny tho,TRUE,,,
It only does simple arithmetic not percentages.,TRUE,,,
"Yeah we wouldn't leave for an hour at least, how's 4 sound?",TRUE,,,
"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a �1500 Bonus Prize, call 09066364589",FALSE,,,
Thanks honey. Have a great day.,TRUE,,,
"'An Amazing Quote'' - \Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear....\""""",TRUE,,,
Good night my dear.. Sleepwell&amp;Take care,TRUE,,,
Then �_ ask dad to pick �_ up lar... �� wan 2 stay until 6 meh...,TRUE,,,
"Jus chillaxin, what up",TRUE,,,
"\HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.\""""",TRUE,,,
"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOODMORNING""",TRUE,,,
Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705,FALSE,,,
"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though! ",TRUE,,,
Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,TRUE,,,
Only once then after ill obey all yours.,TRUE,,,
No she didnt. I will search online and let you know.,TRUE,,,
Where do you need to go to get it?,TRUE,,,
No pic. Please re-send.,TRUE,,,
He remains a bro amongst bros,TRUE,,,
Uhhhhrmm isnt having tb test bad when youre sick,TRUE,,,
But i haf enuff space got like 4 mb...,TRUE,,,
LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms,FALSE,,,
Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW,FALSE,,,
"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a �1500 Bonus Prize, call 09066368470",FALSE,,,
Welcome! Please reply with your AGE and GENDER to begin. e.g 24M,FALSE,,,
Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly,FALSE,,,
Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save �s with Free texts/weekend calls. Text YES for a callback orno to opt out,FALSE,,,
Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Calls�1/minMobsmore LKPOBOX177HP51FL,FALSE,,,
True. Its easier with her here.,TRUE,,,
Sure but since my parents will be working on Tuesday I don't really need a cover story,TRUE,,,
Haha okay... Today weekend leh... ,TRUE,,,
"\Hi darlin did youPhone me? Im atHome if youwanna chat.\""""",TRUE,,,
I don't know jack shit about anything or i'd say/ask something helpful but if you want you can pretend that I did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga,TRUE,,,
You've always been the brainy one.,TRUE,,,
Yeah if we do have to get a random dude we need to change our info sheets to PARTY  &lt;#&gt; /7 NEVER STUDY just to be safe,TRUE,,,
Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,FALSE,,,
"Christmas is An occasion that is Celebrated as a Reflection of UR... Values..., Desires..., Affections...&amp; Traditions.... Have an ideal Christmas...",TRUE,,,
Sending you greetings of joy and happiness. Do have a gr8 evening,TRUE,,,
"\Hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal. when are u free? Katexxx\""""",TRUE,,,
If india win or level series means this is record:),TRUE,,,
Then what about further plan?,TRUE,,,
Its good to hear from you,TRUE,,,
"awesome, how do I deal with the gate? Charles told me last night but, uh, yeah",TRUE,,,
What time you thinkin of goin?,TRUE,,,
Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only,FALSE,,,
Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend,FALSE,,,
Your board is working fine. The issue of overheating is also reslove. But still software inst is pending. I will come around 8'o clock.,TRUE,,,
Yes but I don't care cause I know its there!,TRUE,,,
"wiskey Brandy Rum Gin Beer Vodka Scotch STRUEpain Wine \KUDI\""yarasu dhina vaazhthukkal. ..""",TRUE,,,
"Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer... ",TRUE,,,
Sitting ard nothing to do lor. U leh busy w work?,TRUE,,,
Its  &lt;#&gt; k here oh. Should i send home for sale.,TRUE,,,
Sorry. || mail? || ,TRUE,,,
Ya just telling abt tht incident..,TRUE,,,
Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am,TRUE,,,
Ugh just got outta class,TRUE,,,
"Nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... Have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? It is very cTRUEplaxigating, i think it is atrocious.. Wotz Ur Opinion???? Junna",TRUE,,,
I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,TRUE,,,
No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.,TRUE,,,
Ok. I.ll do you right later.,TRUE,,,
Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,TRUE,,,
Have your lunch and come quickly and open the door:),TRUE,,,
Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net,FALSE,,,
I am back. Bit long cos of accident on a30. Had to divert via wadebridge.I had a brilliant weekend thanks. Speak soon. Lots of love,TRUE,,,
"K.. I yan jiu liao... Sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. Sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4...",TRUE,,,
Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com,FALSE,,,
i am seeking a lady in the street and a freak in the sheets. Is that you?,TRUE,,,
My phone,TRUE,,,
"Haha figures, well I found the piece and priscilla's bowl",TRUE,,,
"Actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though",TRUE,,,
URGENT! We are trying to contact U. Todays draw shows that you have won a �800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,FALSE,,,
yay! finally lol. i missed our cinema trip last week :-(,TRUE,,,
All day working day:)except saturday and sunday..,TRUE,,,
aathi..where are you dear..,TRUE,,,
Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams,TRUE,,,
"I think I���m waiting for the same bus! Inform me when you get there, if you ever get there.",TRUE,,,
You getting back any time soon?,TRUE,,,
", how's things? Just a quick question.",TRUE,,,
"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",TRUE,,,
"I can probably come by, everybody's done around  &lt;#&gt;  right?",TRUE,,,
I got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the  &lt;#&gt; day return period ended.,TRUE,,,
I can ask around but there's not a lot in terms of mids up here,TRUE,,,
Be sure to check your yahoo email. We sent photos yesterday,TRUE,,,
What was she looking for?,TRUE,,,
Wherre's my boytoy ? :-(,TRUE,,,
Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow,FALSE,,,
"Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss*",TRUE,,,
Tell my  bad character which u Dnt lik in me. I'll try to change in  &lt;#&gt; . I ll add tat 2 my new year resolution. Waiting for ur reply.Be frank...good morning.,TRUE,,,
No:-)i got rumour that you going to buy apartment in chennai:-),TRUE,,,
"Yeah, probably earlier than that",TRUE,,,
Change windows logoff sound..,TRUE,,,
Still i have not checked it da. . .,TRUE,,,
I'm also came to room.,TRUE,,,
Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...  ,TRUE,,,
Ok.,TRUE,,,
I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free,TRUE,,,
"Cool, text me when you head out",TRUE,,,
"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P",FALSE,,,
"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text",FALSE,,,
Happy birthday... May u find ur prince charming soon n dun work too hard...,TRUE,,,
"Oh, the grand is having a bit of a party but it doesn't mention any cover charge so it's probably first come first served",TRUE,,,
You said to me before i went back to bed that you can't sleep for anything.,TRUE,,,
I hope you arnt pissed off but id would really like to see you tomorrow. Love me xxxxxxxxxxxxxX,TRUE,,,
Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,FALSE,,,
says the  &lt;#&gt;  year old with a man and money. I'm down to my last  &lt;#&gt; . Still waiting for that check.,TRUE,,,
I will come to ur home now,TRUE,,,
Free any day but i finish at 6 on mon n thurs...,TRUE,,,
Will you be here for food,TRUE,,,
"life alle mone,eppolum oru pole allalo",TRUE,,,
Nite...,TRUE,,,
Two fundamentals of cool life: \Walk,TRUE,,"whoever is the KING\""!... Gud nyt""",
"Camera quite good, 10.1mega pixels, 3optical and 5digital dooms. Have a lovely holiday, be safe and i hope you hav a good journey! Happy new year to you both! See you in a couple of weeks! ",TRUE,,,
Hi Petey!noi��m ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x,TRUE,,,
I just saw ron burgundy captaining a party boat so yeah,TRUE,,,
I'm serious. You are in the money base,TRUE,,,
Already one guy loving you:-.,TRUE,,,
Staff of placement training in Amrita college.,TRUE,,,
I always chat with you. In fact i need money can you raise me?,TRUE,,,
I'm job profile seems like bpo..,TRUE,,,
"Well, I was about to give up cos they all said no they didn���t do one nighters. I persevered and found one but it is very cheap so i apologise in advance. It is just somewhere to sleep isnt it?",TRUE,,,
"So you think i should actually talk to him? Not call his boss in the morning? I went to this place last year and he told me where i could go and get my car fixed cheaper. He kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc.",TRUE,,,
Are you willing to go for apps class.,TRUE,,,
Hanging out with my brother and his family,TRUE,,,
No it will reach by 9 only. She telling she will be there. I dont know,TRUE,,,
Hey... are you going to quit soon? Xuhui and i working till end of the month ,TRUE,,,
"Im sorry bout last nite it wasn��t ur fault it was me, spouse it was pmt or sumthin! U 4give me? I think u shldxxxx",TRUE,,,
Try neva mate!!,TRUE,,,
Yeah that'd pretty much be the best case scenario,TRUE,,,
I not free today i haf 2 pick my parents up tonite...,TRUE,,,
\HEY BABE! FAR 2 SPUN-OUT 2 SPK AT DA MO... DEAD 2 DA WRLD. BEEN SLEEPING ON DA SOFA ALL DAY,TRUE,, TX 4 FONIN HON," CALL 2MWEN IM BK FRMCLOUD 9! J X\"""""
Should i send you naughty pix? :),TRUE,,,
"You are a �1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BTRUEB64XE",FALSE,,,
"Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!",FALSE,,,
"Tyler (getting an 8th) has to leave not long after 9, can you get here in like an hour?",TRUE,,,
Prepare to be pounded every night...,TRUE,,,
"Actually, my mobile is full of msg. And i m doing a work online, where i need to send them  &lt;#&gt;  sent msg i wil explain u later.",TRUE,,,
"Sorry, I'll call later",TRUE,,,
Good evening! How are you?,TRUE,,,
I'm at home. Please call,TRUE,,,
Oic cos me n my sis got no lunch today my dad went out... So dunno whether 2 eat in sch or wat...,TRUE,,,
"Mmmmm ... It was sooooo good to wake to your words this morning, my Love!! Mmmm fuck ... I love you too, my Lion ... *devouring kiss from across the sea*",TRUE,,,
We are pleased to inform that your application for Airtel Broadband is processed successfully. Your installation will happen within 3 days.,TRUE,,,
What happen dear. Why you silent. I am tensed,TRUE,,,
"I'll get there at 3, unless you guys want me to come some time sooner",TRUE,,,
If you are not coughing then its nothing,TRUE,,,
�� come lt 25 n pass to me lar,TRUE,,,
I'm e person who's doing e sms survey...,TRUE,,,
Lol ok ill try to send. Be warned Sprint is dead slow. You'll prolly get it tomorrow,TRUE,,,
Thank You meet you monday,TRUE,,,
SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK ��MORROW. C U THIS WK? WHO WAS THE MSG 4? �� RANDOM!,TRUE,,,
"Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel",FALSE,,,
"Single line with a big meaning::::: \Miss anything 4 ur \""Best Life\"" but",TRUE,,,
"I got like $ &lt;#&gt; , I can get some more later though. Get whatever you feel like",TRUE,,,
"Dad wanted to talk about the apartment so I got a late start, omw now",TRUE,,,
I love you both too :-),TRUE,,,
Lol u still feeling sick?,TRUE,,,
Din i tell u jus now 420,TRUE,,,
am up to my eyes in philosophy,TRUE,,,
From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost �1.50 min MobcudB more,FALSE,,,
Ok lor. I'm in town now lei.,TRUE,,,
I had it already..sabarish asked me to go..,TRUE,,,
No da. . Vijay going to talk in jaya tv,TRUE,,,
URGENT! We are trying to contact U Todays draw shows that you have won a �800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm,FALSE,,,
Lol I know! Hey someone did a great inpersonation of flea on the forums. I love it!,TRUE,,,
Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX,FALSE,,,
